userid,itemid,raiting,timestamp
74,268,3,888333195
450,1284,3,887139594
542,763,4,886533253
126,990,4,887855231
606,333,5,887059213
848,588,3,887043514
450,284,4,887139517
454,402,3,888267419
773,260,2,888538348
892,54,3,886609828
504,307,4,887831273
896,191,4,887158604
914,88,2,887124121
174,988,1,886515335
474,616,4,887924028
682,22,5,888519725
757,343,3,888443555
892,230,4,886609793
747,1098,4,888640437
308,410,4,887741329
654,114,5,887864532
914,197,4,887122028
682,433,3,888521540
682,685,3,888522541
892,89,5,886608714
458,460,4,886394916
393,1039,3,887745973
757,939,4,888467498
682,55,4,888520705
896,597,4,887159854
892,63,4,886610480
395,1028,2,886481149
832,294,4,888259121
655,193,3,887427307
838,275,5,887064193
757,751,3,888443398
210,222,4,887737603
682,657,4,888520638
924,96,4,886760020
682,231,1,888522612
699,116,4,887503290
892,173,5,886607778
504,633,3,887912542
655,1193,3,887477360
655,28,3,887427210
896,546,2,887160938
747,56,5,888639526
924,117,2,887421305
896,562,2,887161448
848,490,5,887043514
205,748,4,888284710
838,206,4,887067020
698,486,4,886366815
602,237,4,888638547
896,685,3,887160465
896,452,3,887161564
874,340,3,888632194
655,642,3,887430714
682,153,3,888521465
872,111,4,888479151
924,1400,4,886327641
174,648,5,886513648
751,300,2,887134622
595,14,5,886921223
453,453,2,888206768
655,214,3,887650851
747,651,5,888640862
892,191,5,886607879
838,271,4,887060972
896,141,3,887159012
655,939,3,887473905
896,227,4,887161728
595,258,4,886920602
504,418,3,887832391
820,343,4,887955241
896,200,4,887158768
820,316,3,887955204
800,125,3,887646608
771,294,4,886640547
682,762,3,888521637
610,8,4,888702902
682,5,3,888520799
896,1672,2,887159554
774,405,1,888558539
896,367,4,887160227
896,549,2,887160209
773,382,3,888538829
848,530,5,887043040
206,1175,1,888180049
757,746,3,888468435
811,892,4,886377530
626,272,5,887772871
110,238,3,886989340
757,809,4,888466758
610,9,3,888702961
595,3,4,886922069
774,53,4,888557383
871,751,4,888192744
682,258,3,888516814
747,887,5,888638335
774,684,1,888557329
833,144,4,887158945
896,76,3,887158359
144,223,4,888105197
305,474,5,886322838
896,414,3,887159145
757,11,4,888466583
872,237,4,888479275
774,519,5,888556434
144,126,4,888104150
896,423,3,887159172
474,188,5,887926437
416,353,2,886314834
896,436,3,887159692
924,6,4,886759441
682,268,5,888518279
739,301,5,886825529
59,525,3,888204758
896,132,3,887158579
892,500,5,886609622
848,154,5,887038634
698,1021,1,886367615
871,335,3,888192475
655,204,3,887477192
674,742,5,887762714
462,261,2,886365773
655,1479,2,887475032
458,499,4,886397450
327,537,4,887744023
458,1226,2,886396910
59,182,5,888204877
892,102,3,886610078
602,538,4,888638048
655,1514,2,887472879
896,215,5,887158959
59,1112,3,888206161
739,172,4,886958938
130,355,4,888211731
682,1079,3,888523657
896,462,3,887159069
602,358,4,888637965
774,448,2,888557715
774,1218,3,888556169
655,1529,2,887489792
892,97,5,886608802
874,748,3,888633197
504,1147,4,887832741
387,1011,3,886481033
774,23,3,888556634
458,735,2,886397679
682,299,4,888518363
474,469,4,887925916
874,289,4,888633197
327,246,4,887744384
387,563,2,886481851
773,258,5,888538143
474,200,3,887925497
747,313,5,888638265
739,197,1,886958860
474,1011,4,887916203
59,603,5,888204309
872,748,3,888478942
696,427,5,886404542
892,144,5,886609179
595,275,4,886921166
774,241,4,888557237
610,127,5,888702902
610,185,5,888703191
305,275,2,886323153
896,25,3,887159261
682,660,2,888517870
892,118,4,886610649
393,729,4,887746431
774,201,2,888556090
848,89,5,887040097
896,481,4,887158683
73,894,1,888625592
773,179,5,888538810
655,5,2,887523641
305,318,3,886322560
450,96,4,887834823
542,627,3,886533604
74,508,4,888333542
144,56,4,888105387
698,96,4,886366515
654,153,4,887864414
654,151,4,887863471
474,467,4,887928498
896,1018,3,887160116
871,547,3,888193136
892,95,4,886608770
739,176,1,886958938
655,1473,3,888474872
474,174,5,887925750
