userid,itemid,raiting,timestamp
594,242,4,875997093
870,181,4,875680119
912,204,2,875966202
314,846,3,877886971
506,482,5,878044852
222,258,5,877562748
330,405,5,876544872
770,742,4,875972927
207,763,3,877743609
407,796,2,876338663
881,77,2,876538627
286,734,2,877534618
886,1073,4,876031805
638,229,1,876695108
331,634,3,877196308
901,8,3,877131307
886,483,4,876031656
453,226,3,877561214
543,2,3,877546306
44,50,5,878341246
407,930,2,876348901
798,158,2,875914604
901,988,4,877125716
534,1054,5,877807973
868,423,2,877107373
250,91,5,878091965
881,385,4,876538666
798,1539,2,876177839
764,274,3,876243410
912,172,3,875966027
343,203,5,876406764
851,974,2,875730979
373,856,3,877105809
839,286,4,875751411
875,651,5,876466687
886,98,4,876032352
343,215,5,876405943
715,24,3,875962374
721,1039,5,877140780
844,258,4,877381147
416,15,4,876697017
568,135,4,877907782
554,770,1,876369382
881,38,3,876538763
694,187,4,875727582
568,661,4,877907126
708,9,1,877325135
875,4,3,876466687
886,636,3,876032473
721,306,3,877137285
761,864,4,876190336
721,260,3,877137109
886,129,5,876033015
900,589,5,877833631
844,326,3,877381268
575,963,1,878148199
534,1052,4,877808300
798,1425,4,875915317
286,1079,3,876522240
881,478,4,876537612
875,96,4,876465144
391,50,4,877399588
886,62,3,876033265
839,696,2,875752479
864,276,5,878179411
330,318,5,876546377
886,238,3,876031459
402,748,3,876266860
844,778,4,877387195
463,25,3,877385664
900,280,2,877833364
721,107,4,877140780
647,1047,4,876534275
391,125,3,877399894
694,1028,3,875728581
715,470,4,875963538
694,648,5,875728639
694,498,5,875726618
416,447,4,876699027
886,172,5,876031527
416,151,3,876697105
764,70,4,876244559
601,141,4,876350443
870,209,4,875680546
868,121,2,877111542
868,188,3,877103320
116,249,2,876452705
463,1284,4,877385381
661,1035,3,876017717
802,657,4,875985239
661,140,3,876013552
868,96,2,877107056
522,521,5,876961190
881,196,3,876538185
522,48,4,876961020
472,660,5,875982096
664,159,3,876526739
881,103,1,876536745
881,127,4,876536079
868,225,1,877111453
306,258,2,876503793
725,181,4,876106206
496,961,2,876070655
886,813,4,876032029
839,326,4,875751519
463,237,4,877385237
554,4,2,876369560
554,531,4,876549731
761,426,1,876190510
881,943,4,876537404
82,50,5,876311146
575,79,5,878148199
71,286,4,877319080
837,276,1,875721843
886,67,4,876033228
868,427,4,877103679
708,926,3,877325523
886,824,4,876033413
798,722,3,875914534
868,501,3,877103449
881,739,4,876539091
881,401,1,876539260
870,462,4,875679860
10,482,4,877889262
792,13,4,877910822
68,276,5,876973884
721,65,1,877140221
694,663,4,875727926
868,210,5,877103248
886,27,2,876031829
886,182,4,876031932
664,215,4,876525293
900,493,2,877833603
343,403,4,876406878
812,261,1,877625461
772,300,4,877533731
900,474,4,877833781
575,182,3,878148295
868,524,3,877107730
222,150,3,878181869
721,873,3,877137447
160,213,4,876859778
761,455,2,876190439
518,628,5,876823804
792,591,2,877909865
868,273,3,877107284
664,285,5,876524053
870,396,3,875680668
343,198,4,876406006
496,842,2,876068249
901,623,4,877131793
372,292,5,876869183
900,183,3,877833781
868,417,1,877108087
881,1540,1,876539091
593,233,2,875671549
886,171,4,876032072
222,770,3,878181592
715,274,3,875963899
116,292,4,876453847
331,22,4,877196235
802,234,5,875985601
568,56,4,877907720
664,408,5,878094973
721,172,5,877138884
868,919,4,877103757
912,132,5,875965981
886,789,3,876031656
937,275,4,876769323
868,117,2,877110332
1,42,5,876892425
606,111,4,878146986
173,326,5,877556988
601,864,1,876347320
593,288,4,877728878
792,147,4,877910822
770,303,4,875971568
937,9,5,876769373
881,117,5,876535796
735,283,2,876698796
844,7,3,877381784
886,218,3,876031829
881,94,2,876539020
886,76,4,876033897
496,495,3,876066300
222,91,2,878183777
472,432,5,875979964
802,53,4,875985840
798,623,3,876175980
760,739,4,875668888
868,81,4,877107373
568,234,3,877907092
798,603,3,875743267
881,934,3,876537011
839,111,4,875752237
222,67,4,878183616
886,371,1,876033435
884,165,3,876859070
463,302,5,877384835
116,246,5,876452405
837,275,4,875721989
250,9,2,878089547
761,988,1,876189715
901,929,4,877126902
886,393,3,876033181
634,473,2,875729558
764,121,5,876244991
92,44,3,875906989
398,231,2,875743840
868,98,4,877103371
868,662,2,877103714
837,280,2,875722350
664,664,4,876524474
708,473,1,877325656
812,286,2,877625109
870,179,4,875680165
661,165,5,876013975
886,1,4,876031433
472,405,5,875978600
286,42,4,877533698
222,167,3,878183588
715,135,2,875964203
680,269,4,876815942
162,179,3,877636794
886,801,3,876034205
601,436,4,876350230
275,380,3,876198328
901,12,5,877132065
336,1,3,877759342
802,263,1,875985032
43,257,4,875975276
10,414,4,877891966
518,129,5,876823804
554,245,3,876231229
886,388,1,876033850
881,472,4,876537285
715,227,3,875964272
868,150,5,877103834
299,515,4,877877691
868,195,2,877104212
868,178,5,877103714
792,1,4,877910822
306,19,5,876503995
851,291,4,875730244
721,327,2,877136967
851,685,4,875731022
694,1269,5,875726793
886,71,4,876032274
299,480,4,878191995
824,322,4,877021044
881,678,2,876535695
881,178,3,876537512
664,367,3,876526152
868,419,3,877103449
760,928,1,875666242
886,746,3,876032473
286,232,4,877534701
708,713,4,877325316
901,196,4,877288864
661,181,5,876015607
875,71,2,876465336
453,85,3,877561301
901,168,4,877131342
881,483,4,876537418
270,219,5,876956389
901,498,4,877131990
286,41,2,877535323
864,137,4,878179514
851,1028,3,875730686
764,294,3,876233213
593,153,5,875671107
647,15,4,876532975
839,1085,5,875752877
886,5,3,876032929
222,100,5,877563052
694,1020,4,875728345
647,1014,3,876531583
538,137,3,877108372
647,237,3,876776320
760,841,3,875666421
868,219,2,877107817
568,79,4,877907782
764,280,4,876244181
919,937,4,875920627
661,174,5,876013447
886,22,4,876032378
721,174,5,877139015
222,54,4,878183111
764,276,3,876752289
870,90,4,875680668
222,188,3,878184393
711,121,1,876185726
886,96,3,876031392
568,30,4,877907877
715,7,3,875962110
664,655,3,876524097
844,210,4,877386928
886,732,3,876032029
372,1090,5,876869878
453,215,3,877554419
792,9,3,877909631
92,732,3,875812841
721,720,5,877138395
868,455,5,877103410
886,150,4,876031656
735,245,3,876698022
664,14,4,878090764
472,403,5,875982200
367,268,4,876689364
689,50,5,876676397
606,293,5,878143605
640,174,5,876067863
708,685,3,877326158
844,511,3,877387825
336,257,4,877759730
647,203,3,876776321
802,567,4,875985976
875,692,2,876465230
839,532,3,875752560
881,443,5,876539448
886,1074,2,876033645
299,481,3,877880566
664,1109,4,876526555
901,71,4,877131654
912,154,4,875966027
522,200,4,876961314
314,787,2,877889927
886,186,4,876033460
130,552,5,876252225
638,168,4,876695714
881,15,3,876536241
901,228,5,877131045
919,204,4,875921396
844,56,4,877386897
522,135,5,876960824
116,1256,1,876453222
875,1422,3,876465274
430,121,2,877225832
937,285,4,876769436
868,449,3,877113540
601,118,1,876347320
875,504,5,876465275
868,240,5,877107373
715,433,2,875963082
538,188,4,877108195
764,1028,4,876244181
764,220,3,876243925
286,401,1,877535446
309,879,4,877370319
472,230,5,875981876
868,436,3,877104913
881,477,4,876536107
670,417,4,877975129
721,243,3,877137527
593,1221,3,875671982
680,318,5,876816106
640,1067,4,876068799
764,227,4,876246358
538,199,5,877364067
881,755,4,876538922
875,181,4,876465335
851,331,3,877830970
851,1277,2,875730418
522,530,4,876961314
647,357,5,876534131
514,1074,4,876067623
116,300,3,876452094
694,526,5,875729431
864,1,5,877214125
10,518,4,877886722
711,134,5,876278804
694,582,4,875728801
76,1154,5,878100710
881,449,3,876539549
472,222,5,876882530
868,156,3,877103834
633,958,3,877210979
638,96,4,876694917
777,42,5,875980670
472,125,5,875979041
314,808,4,877892052
708,125,4,877325601
715,1,5,875961843
63,276,4,875747265
721,8,4,877154765
721,518,2,877140221
881,228,3,876537995
721,735,4,877141039
851,144,5,875806849
661,135,5,876013398
534,93,1,877807692
684,1028,4,875810966
886,941,2,876032072
844,251,4,877381484
792,1047,3,877909798
837,762,2,875722318
735,242,5,876697561
844,300,3,877381268
593,237,4,877728878
568,483,5,877907281
207,211,5,878191679
496,652,5,876065693
725,321,2,876103700
886,240,3,876031720
496,174,4,876066507
299,118,2,877880111
886,80,3,876034228
886,187,4,876031309
798,1540,4,875743576
868,621,2,877103449
68,127,4,876973969
798,768,4,876175980
868,229,3,877111154
268,117,4,875742613
638,222,4,876694787
391,176,3,877398856
715,42,5,875963112
634,678,2,877017632
721,299,3,877137447
802,330,2,875985031
664,483,4,878091463
868,470,1,877107924
715,248,4,875962280
837,286,4,875721473
222,542,2,878183837
900,429,2,877833747
901,546,4,877127250
868,136,5,877104414
881,11,4,876537752
881,174,5,876537718
901,144,5,877288015
881,134,5,876539260
286,929,4,876522098
886,222,4,876032615
721,199,4,877147323
725,286,5,876106729
851,182,5,875731406
868,412,5,877112001
431,294,5,877844377
268,24,2,876514002
647,173,5,876534131
391,1163,2,877399864
824,289,2,877021044
694,52,4,875729667
802,260,4,875984938
721,145,4,877139773
868,50,5,877103449
670,199,4,877974549
884,736,3,876859329
721,197,4,877140221
314,365,3,877891465
534,148,4,877808198
314,827,4,877887292
606,148,3,878150506
761,1157,5,876189775
514,209,3,876062951
884,582,5,876859351
875,478,4,876465025
180,53,5,877442125
886,43,2,876033134
886,506,4,876032308
844,181,5,877388183
900,121,2,877832803
307,472,3,877123683
798,769,2,876249507
900,1028,2,877833393
764,282,4,876243291
721,239,4,877147007
593,51,3,875671982
721,937,3,877137359
689,150,4,876676134
868,567,1,877113481
373,367,3,877100458
222,412,1,877564050
881,218,4,876539260
10,617,5,877892160
721,261,3,877137214
875,321,3,876464755
919,201,4,875920887
554,202,4,876232956
881,304,3,876535642
638,450,1,876695415
299,1068,3,877877600
43,100,4,875975656
601,96,2,876350185
881,333,5,876535642
606,596,4,878149415
851,157,4,875731605
647,71,4,876534275
694,606,4,875727189
670,135,3,877974549
764,946,4,876246555
875,527,4,876465230
881,100,4,876536414
715,658,4,875963693
760,288,4,875665867
844,1039,4,877382717
886,230,2,876033106
798,1297,3,875916505
463,749,3,877384882
868,475,4,877104987
886,474,4,876031720
664,137,3,876524641
496,277,5,876072633
270,185,5,876955938
884,300,1,876857789
886,288,4,876031122
452,23,2,876825745
162,826,3,877635965
543,1174,3,876894981
901,476,5,877289381
314,1094,1,877887065
554,597,4,876232176
881,230,4,876539291
689,118,4,876676433
522,205,4,876961020
207,685,3,876018471
721,455,5,877138884
881,524,4,876537825
391,322,3,877398619
606,717,3,878147770
634,929,3,877018033
802,218,3,875985767
886,229,3,876032509
886,241,4,876032531
416,118,2,876697479
792,151,3,877909753
314,117,4,877886484
407,395,1,876348957
116,145,2,876452980
881,356,3,876539477
802,258,5,875984532
802,424,2,875986303
593,131,4,876506731
506,1019,5,878044851
798,709,5,875914860
886,451,3,876033965
661,197,4,876013975
798,204,4,875742878
10,230,4,877892210
760,120,1,875669077
391,651,5,877399133
901,568,5,877131045
875,12,5,876465230
851,866,3,875730895
664,518,4,876524290
222,637,2,878183713
330,237,4,876544690
886,651,5,876034074
398,133,3,875726786
900,508,3,877832764
664,529,4,878090125
798,949,3,875914337
222,596,3,877563739
5,66,1,875721019
314,38,5,877889994
881,484,4,876537512
463,764,2,877385457
798,720,5,875915940
10,470,4,877891747
715,168,4,875963657
721,1265,3,877138661
661,707,5,876016858
886,549,3,876032929
661,318,5,876013935
919,268,3,875920245
851,1089,3,875730418
534,7,4,877807780
343,217,3,876405771
919,1114,3,875920823
477,794,4,875941111
343,157,4,876405045
868,228,5,877103935
554,527,4,876233137
664,57,4,878092649
798,88,4,875743642
207,515,5,878191679
937,268,1,876762200
116,1258,2,876453376
881,286,2,876961961
875,512,5,876465408
634,740,2,875729749
868,201,2,877104264
286,169,3,877533101
634,676,4,875729633
518,1,4,876823143
839,410,1,875752274
901,96,5,877130999
538,712,3,877109773
306,303,3,876503793
373,135,1,877098784
664,692,3,878152048
881,625,5,876538465
875,1073,5,876465230
647,79,4,876530687
901,13,1,877129839
864,100,5,877214125
472,257,4,875978096
844,24,5,877388183
900,200,2,877833632
496,705,2,876065382
844,1099,2,877387391
886,231,2,876032247
294,93,4,877819713
16,591,4,877726944
661,418,4,876036240
761,293,4,876190130
884,381,5,876859751
881,432,3,876537825
839,1009,3,875752560
694,510,5,875726927
792,597,3,877910478
407,747,3,876339940
92,199,3,875811628
472,150,3,875978686
886,657,5,876031695
689,410,1,876676293
286,413,3,877531226
453,826,1,877553430
711,42,3,876278831
901,566,5,877131118
16,732,5,877726944
268,96,5,876513953
881,403,3,876539330
692,1047,2,876953616
694,89,4,875728220
900,834,1,877833536
568,520,2,877907327
798,194,4,875743366
160,11,4,876858091
851,828,2,875730482
886,1208,3,876032596
715,64,5,875963242
647,73,5,876537697
373,233,3,877105588
901,679,4,877131205
868,198,5,877103757
886,54,3,876031279
373,88,4,877106623
694,143,4,875727513
268,219,3,875744533
900,471,2,877833259
721,28,5,877140137
463,16,4,877385830
601,357,4,876349150
684,763,2,878232961
764,132,5,876246236
207,393,4,877838977
514,1600,4,875723266
694,69,5,875727715
593,318,5,875671413
725,9,4,876106243
10,699,4,877893020
901,748,4,877125480
715,39,3,875964273
881,265,5,876538286
851,981,1,875730826
