userid,itemid,raiting,timestamp
897,419,4,879990430
823,68,3,878438930
426,205,4,879444893
64,326,3,879365313
379,47,5,880740461
244,845,3,880606634
763,173,4,878914968
843,252,3,879445114
315,301,2,879799327
378,118,4,880044879
897,473,3,879993644
910,100,4,880821098
417,156,3,879647380
666,494,4,880314310
860,301,2,880829226
455,193,4,879111586
730,276,3,880310390
627,849,4,879531504
880,237,4,880166798
908,55,3,879722334
629,294,3,880115922
243,10,4,879987526
889,273,4,880177016
880,728,4,880243410
916,252,2,880843864
653,973,2,880150348
889,129,5,880177266
804,1041,3,879446037
908,288,4,879722097
590,6,5,879439145
412,969,3,879716961
908,694,4,879722603
843,432,2,879447326
894,244,4,879896985
497,553,2,879310379
749,404,5,878847673
894,281,3,880416102
823,282,3,878439364
606,108,1,880923349
882,473,3,879862936
870,470,3,879901727
923,410,3,880387908
503,293,4,879438411
123,185,4,879873120
653,403,2,880151461
745,151,2,880122948
65,111,4,879217375
427,289,5,879701326
403,257,2,879786112
378,160,2,880332998
862,978,3,879303591
425,265,3,878738643
803,988,1,880055454
95,715,1,880572060
810,321,5,879895290
378,543,4,880055840
577,172,4,880472124
315,303,4,879799302
913,58,5,880759221
880,363,4,880167200
902,295,2,879465128
733,985,3,879535909
889,7,3,880177219
18,48,4,880130515
902,327,3,879463373
326,521,2,879875399
624,300,4,879792132
823,172,5,878437589
894,740,4,880416253
653,28,4,878866814
624,763,3,879792671
187,300,4,879464783
748,186,5,879454498
557,292,4,880485019
627,197,5,879529730
870,499,4,879713935
447,294,4,878855082
749,211,5,878847887
913,357,5,880824372
894,285,4,880416136
615,357,5,879448399
795,826,3,880560736
303,679,2,879484534
880,546,3,880167410
272,133,1,879455143
467,258,2,879532164
927,222,5,879177177
303,1337,1,879485770
916,229,3,880845328
437,425,4,880141374
449,14,3,879958603
394,405,3,880889010
921,1060,2,879379942
867,68,4,880079020
545,80,3,879900654
882,526,4,879864642
788,318,5,880868355
889,462,5,880180707
843,429,4,879446503
847,645,3,878940132
417,90,3,879649107
748,451,1,879455186
843,800,4,879443482
867,650,5,880078818
733,127,3,879535265
321,491,3,879440746
653,117,4,878854810
927,138,4,879198655
267,1028,3,878971143
804,226,4,879445372
686,317,5,879546553
552,873,3,879220688
699,322,3,879382698
923,333,5,880386897
385,182,5,880870205
249,603,5,879640935
464,307,5,878354859
878,416,5,880870854
855,1021,3,879825578
889,782,2,880182784
360,520,4,880355448
929,89,5,879640126
823,95,4,878439257
788,409,3,880871057
109,25,4,880571741
847,144,4,878940189
923,827,3,880387997
497,629,2,878759862
880,233,4,880167918
847,485,3,878941539
897,202,2,879990683
913,301,1,880753802
862,603,5,879304445
553,45,4,879948732
804,200,3,879445493
748,200,3,879454522
916,781,3,880845451
823,153,4,878438856
355,1175,5,879486421
867,228,5,880078958
572,9,5,879449610
803,338,2,880055454
151,277,4,879524642
904,694,3,879735551
87,49,5,879876564
889,1419,2,880182924
98,211,4,880498797
781,258,2,879633862
927,501,4,879190422
22,250,5,878888251
733,546,1,879544466
711,213,5,879994390
711,69,3,879993194
858,289,3,879459337
870,554,2,879714800
12,328,4,879958742
497,4,3,879310825
244,1028,3,880604830
889,302,4,880176518
295,52,5,879966498
455,449,4,879112582
267,293,4,878970785
894,847,4,879897122
843,959,2,879447523
122,239,4,879270741
882,237,5,879862327
916,1335,4,880843798
862,201,3,879304326
927,294,5,879199250
711,135,4,879992445
711,1163,4,879991347
455,269,4,878585250
535,963,5,879617977
862,919,4,879303409
889,186,5,880181563
230,117,5,880484320
486,741,3,879875221
711,169,5,879992929
750,245,3,879446215
916,244,4,880843401
889,386,3,880182207
437,721,2,880141335
128,496,5,879967225
425,546,3,878738548
635,117,2,878879284
651,294,1,879348880
880,692,3,880174652
47,307,4,879439112
908,98,5,879722300
843,96,3,879444711
889,175,4,880180101
889,678,3,880177352
562,153,4,879195954
608,70,4,880406552
321,19,4,879438825
527,185,5,879455680
