userid,itemid,raiting,timestamp
919,257,4,875288848
756,226,3,874830103
633,498,2,875324922
398,484,4,875659319
514,144,3,875462520
712,655,5,874730467
342,169,5,875318907
506,44,4,874874850
798,1034,2,875638547
276,71,4,874792870
407,504,3,875043948
870,131,4,875050865
276,1145,2,874977115
398,447,2,875658967
712,585,4,874730234
833,384,3,875134724
703,118,5,875242852
593,25,3,875659826
817,840,2,874816007
291,96,4,874835062
188,684,3,875073477
514,1039,5,875318163
833,730,4,875038888
92,228,4,875653867
712,173,5,874729901
279,1030,4,875659761
265,676,2,875320487
919,243,3,875288418
92,702,3,875656054
640,189,5,874778181
870,520,5,875050559
658,100,4,875145493
833,504,4,875038671
712,560,3,874730261
817,363,3,874816007
738,697,2,875353869
130,471,2,874953928
543,700,2,874865923
119,924,4,874775535
621,501,3,874965299
346,233,4,874948889
893,117,4,874828772
342,293,4,874984619
919,259,4,875288362
738,455,4,875350551
23,56,4,874785233
172,642,4,875538028
759,742,5,875227798
346,68,3,874951062
703,993,4,875242787
506,95,5,874873198
291,742,3,874805927
833,72,2,875134724
833,1154,4,875039101
712,196,4,874730396
703,1197,3,875242762
468,50,5,875280352
919,19,4,875288681
756,123,2,874830344
833,933,4,875035914
919,253,3,875288748
506,517,2,874874585
1,55,5,875072688
693,1248,3,875483597
287,168,5,875335190
594,15,4,874783052
756,473,3,874829296
933,1017,3,874854953
919,322,3,875288253
798,560,3,875638972
893,294,3,874827789
130,257,4,874953665
933,317,4,874853779
291,184,4,874835198
35,300,5,875458970
821,427,5,874793649
738,206,3,875350223
833,670,1,875124428
919,358,3,875288304
21,986,1,874951482
833,320,4,875124647
693,174,4,875483881
817,324,2,874815789
506,202,5,874873374
276,1213,1,874791407
833,396,3,875134063
621,88,2,874962772
693,281,3,875483597
933,28,4,874853977
640,461,4,874777833
712,388,3,874957053
817,546,4,874815947
279,32,3,875298696
833,92,2,875135363
346,177,4,874948476
860,300,4,874967063
798,97,1,875638474
933,187,4,874854294
833,943,4,875124382
92,385,4,875653665
893,148,3,874829287
779,109,3,875501782
291,98,5,874834701
919,321,2,875288164
933,64,5,874853605
407,204,3,875116964
933,447,2,874854678
621,432,4,874965093
452,842,2,875265368
397,65,2,875063876
798,740,2,875296148
703,508,3,875243028
933,156,4,874854135
738,64,4,875351092
870,528,4,875050801
693,121,2,875483564
693,157,4,875482779
919,462,3,875372844
276,397,1,874792601
833,511,4,875038742
276,385,4,874792547
933,98,5,874853734
658,42,4,875147873
943,111,4,875502192
207,195,3,875509307
145,118,3,875270764
130,326,5,874953239
276,217,4,874792692
593,282,5,875659518
833,7,3,875035953
468,174,5,875294549
919,1136,2,875374269
756,274,3,874829637
514,655,4,875462568
543,160,3,874863803
893,1,5,874827725
893,405,5,874828864
738,423,4,875350223
919,1047,3,875289697
693,216,4,875484613
276,586,3,874977512
833,432,4,875132134
851,121,4,874728565
933,577,1,874938705
798,423,3,875639864
919,298,3,875288983
291,592,3,874834895
756,53,3,874830432
532,1428,4,874791420
798,486,4,875639889
933,523,4,874853957
833,405,3,875038395
793,456,3,875104752
597,326,1,875339083
279,193,2,875307407
693,229,2,875483435
119,28,5,874782022
268,143,2,875310116
821,509,5,874793574
593,732,3,875660850
919,50,3,875288570
543,61,4,875659098
506,216,4,874873794
833,573,1,875223976
793,597,3,875104565
693,144,4,875483847
919,202,3,875373582
833,198,4,875123677
119,194,5,874781257
941,147,4,875049077
693,96,4,875483881
346,79,5,874948105
870,69,4,875050603
130,1142,4,874953595
798,289,3,875286981
756,71,3,874828391
92,111,3,875641135
346,164,3,874948824
738,434,4,875351872
821,79,5,874793517
407,95,3,875045190
712,210,5,874730293
276,472,3,874787109
933,470,4,874854611
703,764,2,875242885
633,921,3,875324812
933,63,2,874938563
422,248,3,875130100
798,1023,3,875295772
943,1067,2,875501756
145,1041,5,875272987
817,245,2,874815789
514,208,4,875463494
759,275,4,875227858
798,225,4,875637487
919,57,5,875373621
