userid,itemid,raiting,timestamp
864,64,5,888887830
616,313,5,891224590
299,4,3,889503074
766,179,4,891309484
650,272,4,891381546
825,1028,3,889021037
915,304,3,891030032
184,317,3,889909426
747,672,4,888734152
751,2,4,889298116
864,422,3,888892968
354,1466,5,891217547
663,508,4,889492503
354,433,3,891217221
620,859,4,889987657
7,71,5,891352692
828,958,5,891038262
234,749,3,891033772
840,8,5,891208958
313,481,4,891014000
766,177,3,891309844
751,490,4,889133429
831,298,5,891355004
263,662,4,891299324
485,311,3,891040423
650,566,3,891369890
840,405,4,891203585
333,520,4,891045117
778,11,5,890725951
864,511,4,888886846
620,164,5,889987586
620,63,5,889988232
313,222,3,891017708
863,305,4,889289122
650,578,3,891381661
775,327,5,891032956
787,938,3,888979605
840,474,5,891204089
864,1210,2,888892667
903,203,4,891032911
7,602,3,891352594
775,312,3,891032866
864,483,5,888886913
752,346,4,891207983
659,175,5,891386829
778,268,2,890803859
751,417,2,889297615
831,50,5,891354900
591,13,4,891039637
488,234,4,891293911
285,258,2,890595408
620,760,3,889987073
831,300,3,891354191
90,505,5,891383687
851,682,1,890804746
588,570,4,890032281
3,347,5,889237455
866,300,1,891220881
445,1051,1,891200390
650,185,3,891369836
842,270,5,891218251
828,340,5,891033756
852,7,3,891036485
169,538,4,891268653
931,50,3,891036715
751,1446,2,889298694
7,463,4,891353192
822,408,5,891037291
488,751,3,891292771
507,538,4,889964239
650,483,5,891372315
903,708,4,891033808
840,165,5,891204239
618,699,3,891309410
190,328,3,891033305
801,294,5,890332748
864,623,3,888889035
660,472,2,891198421
574,344,5,891278962
864,56,5,888887097
285,300,4,890595584
660,90,2,891201346
675,900,4,889488624
354,610,4,891217429
650,215,2,891371152
840,56,5,891204239
903,204,3,891033335
822,1240,3,891036703
293,1135,3,888907575
618,54,3,891309319
915,288,2,891031450
673,258,2,888786969
932,135,5,891249538
711,313,4,889910848
639,792,2,891240752
932,7,4,891250109
751,737,4,889298945
932,435,4,891249821
358,45,3,891269464
932,285,4,891250392
279,1494,1,889232401
752,351,3,891207898
102,229,3,888801623
620,1036,4,889988258
659,167,3,891385438
